LABEL	SENTENCE
ID	有没有主流的手机
ID	有没有价格适中的手机型号
ID	有没有像素高的
ID	有没有双卡双待的手机
ID	有没有好一点的手机
ID	有没有特别炫目的手机
ID	有没有适合学生用的手机
ID	有没有适合老人用的手机
ID	有没有黑色屏幕的手机
ID	有美颜的手机吗
ID	有贵一点的手机吗
ID	来一款前置摄像头好的手机
ID	来一部配置好的手机
ID	格力
ID	欧奇
ID	比亚迪
ID	比酷
ID	比酷怎样
ID	比酷有什么手机
ID	没有屏幕再大一点的吗
ID	洪敏
ID	混合色吗
ID	爱立信
ID	爱立信手机
ID	爱贝多
ID	玩游戏好的
ID	理论待机时间
ID	理论通话时间
ID	用户好评多的手机
ID	用户界面
ID	电池容量
ID	电池类型
ID	白色的好看还是黑色的好看
ID	看起来这手机没有那一部好看
ID	真的没得打折了吗
ID	给你这里最贵的手机我看看
ID	给出基本参数看看
ID	给出手机各个参数
ID	给我介绍一下这手机的性能
ID	给我停一下
ID	给我看一下这手机的屏幕怎么样
ID	续航时间
ID	网络制式
ID	网络频率
ID	网速可以不可以呢
ID	美丽
ID	美颜手机
ID	老年人用的手机
ID	老年机
ID	耳机插孔类型
ID	聆韵4的配置好吗
ID	能挡子弹的手机
ID	能支持美颜的手机
ID	能流畅玩游戏的那种
ID	自拍
ID	艾文图巴亚峰
ID	艾酷
ID	荣耀
ID	荣耀手机
ID	蓝牙传输
ID	裸机是什么样子的
ID	要不要买一部绿色的手机呢
ID	要哪个款式好呢
ID	要手机分辨率高的
ID	要特别吸引眼球的
ID	要特别吸引眼球的手机
ID	视频格式
ID	视频通话
ID	触屏手机有什么好推荐的
ID	触摸屏类型
ID	詹姆士吧
ID	该要哪个尺寸呢
ID	说好的价位呢
ID	贝多芬
ID	贝多芬手机
ID	货源
ID	质保时间
ID	贵一点好还是便宜一点好
ID	赠品
ID	超大字体
ID	输入方式
ID	这个品牌印象不好，不要
ID	这个手机的电池容量够不够我用呢
ID	这么高配置的手机会浪费吗
ID	这台手机会太贵吗
ID	这台手机有多少种颜色可选
ID	这手机上的应用能不能删除
ID	这手机价钱多少
ID	这手机保修多久
ID	这手机像素高吗
ID	这手机内存有多大
ID	这手机分辨率多少
ID	这手机发热厉害吗
ID	这手机多人买吗
ID	这手机多人要吗
ID	这手机好在哪里？
ID	这手机好用吗
ID	这手机屏幕如何
ID	这手机屏幕有多大
ID	这手机是什么年份出产的
ID	这手机是双核的吗
ID	这手机是多少核的
ID	这手机是安卓的吗
ID	这手机是当下流行的吗
ID	这手机有什么不足
ID	这手机有什么缺点
ID	这手机有得打折吗
ID	这手机有没有其他颜色的后盖
ID	这手机热卖吗
ID	这手机热销吗
ID	这手机电池好用吗
ID	这手机的保修期是多少啊
ID	这手机的保修期有多长
ID	这手机的内存够不够我装电影
ID	这手机的前置后置摄像头像素分别是多少
ID	这手机的前置摄像头像素多少
ID	这手机的后置摄像头像素多少
ID	这手机的售后服务怎么样
ID	这手机的字体大吗
ID	这手机的待机时间有多久
ID	这手机的软件好用吗
ID	这手机的颜色有没有黑色的
ID	这手机贵不贵
ID	这手机贵吗
ID	这手机运行速度快吗
ID	这手机还可以便宜一点吗
ID	这手机销量如何
ID	这手机颜色看起来一般般啊
ID	这是音乐手机吗
ID	这样的配置算不算贵
ID	这款好吗
ID	这款性能好吗
ID	这款手机好么
ID	这款手机好用吗
ID	这款手机好看吗
ID	这款手机性价比高不高
ID	这款手机的摄像头像素是多少
ID	这款手机的摄像头怎么样
ID	这款手机的电池容量有多大
ID	这款是市面
ID	这款的型号什么
ID	这牌子有没有屏幕5英寸以上的手机
ID	这牌子的手机是不是都那么便宜
ID	这牌子的旗舰手机是哪一个型号
ID	这种配置的手机好像多人买
ID	这种颜色的手机好像多人买
ID	这种颜色的手机好看吗
ID	这软件的系统好用吗
ID	这部内存有4G那么大吗
ID	这部可不可以便宜一点
ID	这部好像屏幕比较大
ID	这部好玩还是那部好玩
ID	这部好看点还是那部好看点
ID	这部手机参数怎么样
ID	这部手机屏幕怎么样
ID	这部手机性能怎么样
ID	这部手机性能没有那部好吧
ID	这部手机打多少折
ID	这部手机是4G的吗
ID	这部手机的像素算高还是不高
ID	这部手机的功能对我有没有用呢
ID	这部手机的型号是多少
ID	这部手机的音质算好还是不好
ID	这部有没有屏幕大一点的
ID	这部有没有白色后盖的
ID	这部有没有黑色后盖的
ID	这里有什么品牌的手机卖
ID	这里有什么手机出售
ID	这里有什么款式的手机
ID	适合单手操作的就好
ID	适合玩游戏的
ID	适合自拍的
ID	那好我要LA3的
ID	都有什么好的手机
ID	配置好一点的手机
ID	配置好的
ID	配置高的好还是配置低的好
ID	酷显
ID	重力感应
ID	银色的
ID	锋达通手机
ID	键盘类型
ID	闪光灯类型
ID	音质比较好的手机有哪一些牌子
ID	音频格式
ID	颜色
ID	黑色好看吗
ID	黑色的好
其他#其他	(#‵′)凸
其他#其他	……
其他#其他	⊙▽⊙
其他#其他	、、、、
其他#其他	、、、、、
其他#其他	一个词来形容一下我
其他#其他	一加一等于多少
其他#其他	一般学生都无法回答这个问题
其他#其他	一般学生都无法解决这个问题
其他#其他	一起吃顿饭吧
其他#其他	不用再多说了，我都明白了
其他#其他	么么哒
其他#其他	今天你开心吗
其他#其他	你不是能算出来吗
其他#其他	你今天开心吗
其他#其他	你哈
其他#其他	你在做什么呢
其他#其他	你在干嘛？你在干嘛
其他#其他	你好漂亮
其他#其他	你开心吗
其他#其他	你猜
其他#其他	你现在开心吗
其他#其他	你的心情不错哦
其他#其他	你的想法很独特哦
其他#其他	你看起来很开心嘛
其他#其他	你能帮我
其他#其他	你过得好吗
其他#其他	你过的好吗
其他#其他	停一下
其他#其他	先听我说一句
其他#其他	再等一下把
其他#其他	又挂了………………
其他#其他	发过来看下
其他#其他	号码
其他#其他	哎呀呀
其他#其他	唱首歌把
其他#其他	喂喂，你开心吗
其他#其他	嗨，你过得愉快吗
其他#其他	在家
其他#其他	在线
其他#其他	在聊啊
其他#其他	年后
其他#其他	强行卖得好
其他#其他	我
其他#其他	我不知道我会不会在手机上查询购买订单
其他#其他	我不知道这部手机是否具备我希望的其他功能
其他#其他	我买这么多功能的手机会不会浪费
其他#其他	我们聊得挺投缘的嘛
其他#其他	我又来了
其他#其他	我回来了
其他#其他	我好像没提什么要求吧，哥们儿
其他#其他	我好像没有带够钱
其他#其他	我家人不知道同不同意我买手机
其他#其他	我想买眼镜
其他#其他	我想她
其他#其他	我想我想的到广告的工作呢
其他#其他	我想拉星期可以得夜情下
其他#其他	我想退货的时候到底能不能退呢
其他#其他	我插句话行不
其他#其他	我是土豪
其他#其他	我是语文乐
其他#其他	我来了
其他#其他	我没有好的
其他#其他	我没有找借口
其他#其他	我没有说谎
其他#其他	我看看先
其他#其他	我要到断电灌一站的
其他#其他	我说我很牛逼
其他#其他	换个话题把
其他#其他	收费车砖头
其他#其他	收音机
其他#其他	放入
其他#其他	散心
其他#其他	方法
其他#其他	本来就是这样嘛
其他#其他	没你不行啊
其他#其他	热水器坏了
其他#其他	现在
其他#其他	用一个词来形容我
其他#其他	睡不着
其他#其他	祝大家心想事成，万事如意
其他#其他	算了，我们换个话题
其他#其他	绯闻绯闻
其他#其他	语言
其他#其他	那要怎样说呢
其他#其他	门牙
其他#其他	：（
其他#其他	：）
其他#其他	😳
其他#捣乱	6666666
其他#捣乱	一句温馨的问候，一个轻轻的拥抱，一个浪漫的小插曲，都能给人一种清新愉悦的感受，就向一股暖流流入心底
其他#捣乱	下午几点到
其他#捣乱	下周什么时候
其他#捣乱	下雨就撑伞，流感就预防，生活没有什么过不去的坎，人就是要给点阳光就灿烂
其他#捣乱	不是你的错，很明显，是他干的
其他#捣乱	不知道明天有没有空
其他#捣乱	不要再犹豫不决了。不要总是思前顾后，否则你就给带来了根本就不存在的问题。先分析情况，然后果断地采取行动。你无法改变你不想面对的现实。取得进展就意味着承担风险
其他#捣乱	不要挑逗我
其他#捣乱	不要调戏我
其他#捣乱	不见去年人,景物却依旧,物是人非
其他#捣乱	两条路都不是通往车站
其他#捣乱	两线挂着要得堡
其他#捣乱	个
其他#捣乱	丫丫
其他#捣乱	中国大还是美国大啊
其他#捣乱	中路我下载的很好迷耍
其他#捣乱	为什么会生病
其他#捣乱	亲爱的朋友，原谅我渐渐少去的问候。有一种感情，不再浓烈，却一直存在。我们不能时时在身边，好像电话短信也少了，我们不能第一时间分享彼此的快乐与不快乐，好像变的冷漠沉默了。可是如果有一天，我们再遇见，亲爱的，那当初的一切不会变
其他#捣乱	什么时候能有女朋友
其他#捣乱	他
其他#捣乱	他们确实很般配
其他#捣乱	他们都不是我昨晚见到的那个人
其他#捣乱	他常常迈步向前，跃跃欲试，然而来到爱玛面前，这种决心很快也就烟消云散，不知去向
其他#捣乱	他确实很勤奋
其他#捣乱	他确实很帅
其他#捣乱	仙茂
其他#捣乱	仙茂老婆是不是个男人？
其他#捣乱	会让路人眼前一亮的
其他#捣乱	你
其他#捣乱	你不挽留下我吗
其他#捣乱	你不是对句中定语的否定
其他#捣乱	你们什么时候来到这里的
其他#捣乱	你喜欢那件衣服吗
其他#捣乱	你好，您点的XX菜现在已经买完了，您看还有XX菜和这道菜口味相似，您要不要来一份
其他#捣乱	你好，打扰一下，帮你加点汤
其他#捣乱	你家是什么时候装修的
其他#捣乱	你居然不知道韩红是谁
其他#捣乱	你把问题分析的很好，接下来交给我们办吧
其他#捣乱	你有没有看过这本书
其他#捣乱	你的歌声抒发了我美好的理想，我的琴音凝集了你无限的向往。愿我们合奏一首幸福曲
其他#捣乱	你看得到他吗
其他#捣乱	你看得到我吗
其他#捣乱	你知道华南农业大学在哪里吗
其他#捣乱	你知道这是什么歌吗
其他#捣乱	你能帮我抢生意吗
其他#捣乱	你能预测奥运会中国队能拿多少金牌吗
其他#捣乱	你若安好，便是晴天
其他#捣乱	你要去哪里
其他#捣乱	你要去哪里呀
其他#捣乱	你觉得她体重是多少
其他#捣乱	你觉得我帅不帅
其他#捣乱	你认不认识百度公司的创造人
其他#捣乱	你说的一点都没错，就是他干的
其他#捣乱	你说那支队伍会赢吗
其他#捣乱	你还有什么问题吗
其他#捣乱	你预测一下悟空的发挥吧
其他#捣乱	你，好坏哦！
其他#捣乱	做朋友的绝对不会忘了你！送给你最真的祝福，让你有个暖暖的圣诞节。感动了吧！虽然只有3块钱，但也是个很棒的礼物
其他#捣乱	凉风飞舞着祝福，轻轻送上真挚的问候：愿快乐伴随，清凉一夏
其他#捣乱	别动，举起手来
其他#捣乱	别站在人生的十字路口徘徊不定，犹豫不决。人生就这麽一次未知的旅行，在乎的是沿途的风景和旅行的心情。不会因为你的停留尔美丽的风景终止，走过的路已经成为你背後的风景
其他#捣乱	别跟我谈感情
其他#捣乱	别这样说嘛！嘻嘻，开玩笑的。
其他#捣乱	劝你一句，老朋友：别忘了乐极生悲这句话！但愿你一切都好
其他#捣乱	半个小时就可以
其他#捣乱	华丽的外表，往往掩盖着肮脏的灵魂，偶像派的明星，还有追星族的傻逼们
其他#捣乱	南
其他#捣乱	叔叔
其他#捣乱	可以给我么
其他#捣乱	可以载我一程吗
其他#捣乱	可能明天中午就可以
其他#捣乱	可能没那么快
其他#捣乱	可能要过几天才行
其他#捣乱	可能需要等两个星期
其他#捣乱	吃饭
其他#捣乱	各种矛盾的心情，痛苦地绞缢着她
其他#捣乱	后来呢？ 怎么样了
其他#捣乱	和肖相马晓笛的手机号
其他#捣乱	喂，你要去哪里
其他#捣乱	喂，怎么没我的份
其他#捣乱	嘿，我的呢
其他#捣乱	在他的灵魂里，两种感情，恶与答的感情，受了侮辱的自尊心与对这个受苦的女人的怜悯心，正在交战
其他#捣乱	在内心深处，总有一个身影徘徊，总有一个声音问候，无论何时想起，温暖随时都能感应
其他#捣乱	在通往未来的人生岔口，你坚定地选择了这条小路。路的那边是风和日丽，曲径通幽？还是急风残月，河边断桥？你无从知晓。于是，你开始迷惘忧虑，懊丧不已，后悔当初没有走上岔口那边的小路，那片风景中也许会是花好月圆，阳光灿烂。然而昨日的太阳已落，失去的风景已过，生命的旅途没有回返的路程。你已没有了选择，也不能过多的犹豫，你只能依靠着信念走出这泥泞的雨地。也许你会错过一段季节，也许你会迷失一段方向，错过了太阳，你还会再迷失月亮吗
其他#捣乱	夜宵怎么解决
其他#捣乱	夸我一句
其他#捣乱	女的
其他#捣乱	她收不住奔驰起来的思想，一会儿充满了幸福，幸福得心向外膨胀，一会儿充满了恐惧，感到这事是那么可怕
其他#捣乱	她确实很漂亮
其他#捣乱	好无聊啊
其他#捣乱	好的，请稍等！请用茶，请喝豆浆
其他#捣乱	姊妹两并非都在这里
其他#捣乱	定闹钟会痛，不定闹钟也会痛；闹钟响会痛，闹钟不响也会痛；被叫醒会痛，叫不醒也会痛；起床会痛，不起床也会痛
其他#捣乱	宵夜怎么解决
其他#捣乱	寒风吹，祝福到。
其他#捣乱	对不起、请原谅、不用谢、没关心、请不要放在心上
其他#捣乱	尼姑用广州话怎么读
其他#捣乱	巨大的爱和情欲正在他的内心深处激烈地搏斗，他袖着手，呆呆地望着天空
其他#捣乱	希望我的祝福能驱散你平日的辛劳
其他#捣乱	带我去学校好不好
其他#捣乱	帮我倒杯水可以吗
其他#捣乱	干炒牛河怎么做呀
其他#捣乱	应该过几天就可以
其他#捣乱	开发者
其他#捣乱	当时他一方面为裘德将要在她手里受痛苦而眼泪直落，另一方面又为自己可怜而眼泪直涌，两种眼泪，互相混合
其他#捣乱	影响我们下决心的因素，往往既不是事情过于复杂，也不是我们的判断力不够，而是对于自己即将放弃的选择心有不甘
其他#捣乱	征询语：需要我帮忙嘛？、我能为你做些什么嘛
其他#捣乱	很久很久，你欠了我的一声问候，哪怕只是短短的一两句寒暄
其他#捣乱	微笑将祝福传递，喜悦将幸福传送，问候温馨更暖心，祝福情真意更真，画个快乐大圈圈，年年岁岁保佑你
其他#捣乱	忙碌一周的你感觉累吗?要好好休息
其他#捣乱	快回到属于你的地方
其他#捣乱	您好！请问您对我们的服务有没有什么意见或建议？谢谢您
其他#捣乱	您好，帮您把外套挂一下？我把您的包放在这里了
其他#捣乱	您好，您看还有什么需要吗
其他#捣乱	您好，您看这个菜可以给您合一下盘吗
其他#捣乱	您好，想买什么手机？
其他#捣乱	您好，打扰一下，帮您加点水！
其他#捣乱	您好，打扰一下，帮您换下烟缸！您好，帮您清理下台面
其他#捣乱	您好，打扰一下，帮您罩一下衣罩
其他#捣乱	您好，这是我们点的XX菜，给您分一下，好吗
其他#捣乱	情动三江水，诚感五岳山，心愿传千里，祝福送吉祥，好运常相伴，幸福展笑颜，开心更快乐，人旺万事顺
其他#捣乱	感谢所有忙碌着关注着我的朋友，感谢生命中经历的每一次问候与祝福，愿你们每天都平安祥和幸福
其他#捣乱	感谢语：谢谢、劳驾了、让您费心了、实在过意不去、麻烦您、感谢您的帮助
其他#捣乱	愿你拥有：春天的歌欢快，夏天的心火热，秋天的意深厚，冬天的情纯真。在未来的人生旅途中，永远保持你自己
其他#捣乱	愿如梦的幻想，消融在天边的彩霞里；愿青鸟衔起我俩，飞向生活的绿洲
其他#捣乱	愿甜蜜伴你度过一天中的每一时，愿平安同你走过一时中的每一分，愿快乐陪你度过一分中的每一秒
其他#捣乱	我一会儿想往前走，一会儿想往后撤退，
其他#捣乱	我不知道晚上可不可以啊
其他#捣乱	我不确定到底要哪一本书
其他#捣乱	我为什么会生病
其他#捣乱	我们不应该乱说话
其他#捣乱	我们不应该做不对的事
其他#捣乱	我们不应该说不对的话
其他#捣乱	我们不能做不对的事
其他#捣乱	我们不能说不对的话
其他#捣乱	我们在过去十年内连一面都没有见过
其他#捣乱	我们应该经常地通通话
其他#捣乱	我们是什么关系
其他#捣乱	我失魂落魄，如痴似醉，一会儿我觉得自己还不够漂亮，不够富有，不够潇洒一忽儿，我为自己能够占有她而沾沾自喜，得意洋洋
其他#捣乱	我很快就行
其他#捣乱	我思绪纷繁，心乱如麻
其他#捣乱	我想知道我什么时候能有女朋友
其他#捣乱	我请你做到以下三点：一定要成功，一定要快乐，一定要幸福
其他#捣乱	我谈恋爱的原则，非诚勿扰
其他#捣乱	我迷路了
其他#捣乱	我钱包掉了，能借点钱给我吗
其他#捣乱	所以我才来晚了
其他#捣乱	所以我才这样做
其他#捣乱	所有的思念，抵不过一个微笑，所有的忧愁，只需要一个问候，有雨的夜，最美那是来自天使的问候
其他#捣乱	打扰一下，帮您换下骨碟
其他#捣乱	打扰你们一下，到某地的路怎么走
其他#捣乱	打断一下你们的对话
其他#捣乱	打篮球的男生特别帅，你喜欢打篮球吗
其他#捣乱	抢劫
其他#捣乱	拉长幸福的直线，让开心的笑容伴随左右，让快乐的生活陪伴身旁，让工作有活力，让事业有激情，愿你事事都如意，万事都顺心
其他#捣乱	挑逗
其他#捣乱	教我好不好
其他#捣乱	无尽的人海中，我们相聚又分离
其他#捣乱	早上好阳光为你烘烤温暖的味道，问候为你带来快乐的奇妙，清新的早晨，希望我的一条短信，给你一天简单而充实的幸福，早上好
其他#捣乱	早上好，一束阳光照在身，祝你天天都开心，财神家中去，梦想变成真，今天中大奖，明天去上任，朋友的祝福全都是真心
其他#捣乱	早上没有空
其他#捣乱	早晨，清凉的空气如牛乳般新鲜，冉起的太阳如梦想般希望。天明，亮起的不只是阳光，还要有你的好心情哦，早安
其他#捣乱	明天几点出发
其他#捣乱	明天可不可以
其他#捣乱	明天没时间
其他#捣乱	春天，有梦一般的花；春天，有花一般的梦。春天到了！愿你的梦，像美丽的花；愿你心中的花，像美丽的梦
其他#捣乱	春风向树木问好， 花儿向人们问好. 五谷向闲田问好。有谁懂，年复一年忙碌的背后，是被忽略的问候与祝福
其他#捣乱	是先杀猪呢 还是先杀驴呢
其他#捣乱	晚上吧
其他#捣乱	晚上有空吗
其他#捣乱	有些机会，因瞬间的犹豫，擦肩而过；有些缘分，因一时的任性，滑落指间；有些感情，因一时的冲动，遗憾一生；有些人，一转身就是一辈子。许多感情疏远淡漠，无力挽回，只源于一念之差
其他#捣乱	有时候，我们在爱情中犹豫不决，会彷徨失措
其他#捣乱	有时候，我们在爱情中犹豫不决，会彷徨失措，会被流言蜚语和冷言冷语中伤，继而会对原本在意的这段感情产生质疑
其他#捣乱	朋友，当永放心头，永不相忘；朋友，当共荣辱，当同患难；友谊，如流水不因石而阻，不因远而疏。朋友，祝你有个好心情哦
其他#捣乱	朋友，愿你飞过辽阔的天空，穿过无边的旷野，越过璀璨的星河，直到矗立在彩虹之巅
其他#捣乱	望下次还能为您服务
其他#捣乱	清晨的美好就如青草般芳香，如河溪般清澈，如玻璃般透明，如甘露般香甜。亲爱的朋友，早上好，愿你今天有个好心情
其他#捣乱	炎炎的烈日，足以拷问丑恶的内心，辛苦的工作，可暂忘浮浅的思春
其他#捣乱	犹豫不决是以无知为基础的
其他#捣乱	电视播放
其他#捣乱	男孩
其他#捣乱	睁开眼，缓一缓；快起床，伸懒腰；笑一笑，美好的一天又开始了。早安，祝你今天好心情，工作顺利，生活甜美
其他#捣乱	矛盾的心情像一条毒蛇，在咬啮他的脏腑
其他#捣乱	祝你天天拥有：蓬勃的激情，雄壮的豪情，执着的热情，甜美的爱情，洒脱的表情，爽朗的神情，愉快的心情
其他#捣乱	神说：幸福是有一颗感恩的心，健康的身体，称心的工作，一位深爱你的人，一帮信赖的朋友你会拥有这一切！祝圣诞快乐
其他#捣乱	稍有犹豫便就不然了
其他#捣乱	突然的彷徨，突然的不知所措
其他#捣乱	站在人生的十字路口，我们也许会徘徊不定、犹豫不决。
其他#捣乱	笑一个
其他#捣乱	等等不行吗
其他#捣乱	等等我五分钟
其他#捣乱	能勾搭你么
其他#捣乱	能顺路载我一程吗
其他#捣乱	致歉语：对不起、请原谅、不用谢、没关心、请不要放在心上
其他#捣乱	落叶知秋，情谊如酒，风渐凉时无喜更无忧。岁月流走，蓦然回首，一声问候醇绵依旧。友情相守，不离左右，含笑送出这份问候：季节交替，注意身体
其他#捣乱	虽然烈日炎炎，周一还得上班，高温令人疲倦，要与快乐连线。见人面带微笑，好运与你触电；懒散情绪抛开，精神焕发容颜；烦恼莫放心头，潇洒自然相见。周一问候给力，再忙再累也要心情美丽，开心面对
其他#捣乱	衷心祝福：上帝保佑你！彩票关心你！菩萨爱护你！要云得云，要雨得雨！花天酒地，黄金遍地
其他#捣乱	要不要一起去跑步
其他#捣乱	要不要一起去逛街
其他#捣乱	要去哪里
其他#捣乱	要是没有你的帮助，恐怕要失败了
其他#捣乱	要是没有你，都不知道怎么办啊
其他#捣乱	要等到6点才知道
其他#捣乱	请带好您的随身物品，请慢走
其他#捣乱	请带好您的随身物品，请慢走！谢谢光临，希
其他#捣乱	请慢用
其他#捣乱	请我吃饭好不好
其他#捣乱	请问您喝点什么？我们这有茶水、饮料、豆浆、酸梅汤。
其他#捣乱	请问菜品需要打包吗
其他#捣乱	调教
其他#捣乱	谢谢、劳驾了、让您费心了、实在过意不去、麻烦您、感谢您的帮助
其他#捣乱	起床是会呼吸的痛，挣扎在每个细胞中
其他#捣乱	距离有短有长，不论短长，都铺满着我的思念；短信有短有长，不论短长，都充盈着我的挂牵；祝福有短有长，不论短长，都代表着我的心愿：祝你快乐天天
其他#捣乱	路，共同欣赏才风景美丽；情，互相交流才更加真切。问个好，情谊永在，祝你心情愉快
其他#捣乱	身体不舒服，怎么办啊
